Age,Groups,Sex,Ethnicity,Level_Education,Income,FamiliarityBrands,Check_Ingredients,Check_nutricontent,Rtime,Children,Responsable,Loseweight,Weight,Height,Purchase12months,Consent,Having information,Cereal healthiness1,Cereal healthiness2,Cereal healthiness3,Cereal healthiness4,Cereal healthiness5,Cereal healthiness6,Cereal healthiness7,Cereal healthiness8,nBack1FA,nBack1MISS,nBack2FA,nBack2MISS,nBack3FA,nBack3MISS,"If these were your only breakfast cereal options, which one would you choose to buy?...35","If these were your only breakfast cereal options, which one would you choose to buy?...36","If these were your only breakfast cereal options, which one would you choose to buy?...37","If these were your only breakfast cereal options, which one would you choose to buy?...38","If these were your only breakfast cereal options, which one would you choose to buy?...39","If these were your only breakfast cereal options, which one would you choose to buy?...40","If these were your only breakfast cereal options, which one would you choose to buy?...41","If these were your only breakfast cereal options, which one would you choose to buy?...42","If these were your only breakfast cereal options, which one would you choose to buy?...43","If these were your only breakfast cereal options, which one would you choose to buy?...44","If these were your only breakfast cereal options, which one would you choose to buy?...45","If these were your only breakfast cereal options, which one would you choose to buy?...46","If these were your only breakfast cereal options, which one would you choose to buy?...47","If these were your only breakfast cereal options, which one would you choose to buy?...48","If these were your only breakfast cereal options, which one would you choose to buy?...49","If these were your only breakfast cereal options, which one would you choose to buy?...50",Choice Task ExampleThis is an example of how to choose among 8 brands presented in sets of 4 produ...51,"Choice Task Example 2

 If these were your only options, which one would you choose to buy?","If these were your only breakfast cereal options, which one would you choose to buy? Food labelling instructions.","If these were your only breakfast cereal options, which one would you choose to buy? Food labelling instructions...54","If these were your only breakfast cereal options, which one would you choose to buy? Food labelling instructions...55","If these were your only breakfast cereal options, which one would you choose to buy? Food labelling instructions...56","If these were your only breakfast cereal options, which one would you choose to buy? Food labelling instructions...57","If these were your only breakfast cereal options, which one would you choose to buy? Food labelling instructions...58","If these were your only breakfast cereal options, which one would you choose to buy? Food labelling instructions...59","If these were your only breakfast cereal options, which one would you choose to buy? Food labelling instructions...60","If these were your only breakfast cereal options, which one would you choose to buy? Food labelling instructions...61","If these were your only breakfast cereal options, which one would you choose to buy? Food labelling instructions...62","If these were your only breakfast cereal options, which one would you choose to buy? Food labelling instructions...63","If these were your only breakfast cereal options, which one would you choose to buy? Food labelling instructions...64","If these were your only breakfast cereal options, which one would you choose to buy? Food labelling instructions...65","If these were your only breakfast cereal options, which one would you choose to buy? Food labelling instructions...66","If these were your only breakfast cereal options, which one would you choose to buy? Food labelling instructions...67","If these were your only breakfast cereal options, which one would you choose to buy? Food labelling instructions...68","On a scale of 1 to 5, how much did you notice the labels on the cereal packages during the experiment? Where 5 means always and 1 means never....69",Choice Task ExampleThis is an example of how to choose among 8 brands presented in sets of 4 produ...70,"Choice Task Example 2

If these were your only options, which one would you choose to buy?...71","If these were your only breakfast cereal options, which one would you choose to buy? Food labelling instructions...72","If these were your only breakfast cereal options, which one would you choose to buy? Food labelling instructions...73","If these were your only breakfast cereal options, which one would you choose to buy? Food labelling instructions...74","If these were your only breakfast cereal options, which one would you choose to buy? Food labelling instructions...75","If these were your only breakfast cereal options, which one would you choose to buy? Food labelling instructions...76","If these were your only breakfast cereal options, which one would you choose to buy? Food labelling instructions...77","If these were your only breakfast cereal options, which one would you choose to buy? Food labelling instructions...78","If these were your only breakfast cereal options, which one would you choose to buy? Food labelling instructions...79","If these were your only breakfast cereal options, which one would you choose to buy? Food labelling instructions...80","If these were your only breakfast cereal options, which one would you choose to buy? Food labelling instructions...81","If these were your only breakfast cereal options, which one would you choose to buy? Food labelling instructions...82","If these were your only breakfast cereal options, which one would you choose to buy? Food labelling instructions...83","If these were your only breakfast cereal options, which one would you choose to buy? Food labelling instructions...84","If these were your only breakfast cereal options, which one would you choose to buy? Food labelling instructions...85","If these were your only breakfast cereal options, which one would you choose to buy? Food labelling instructions...86","If these were your only breakfast cereal options, which one would you choose to buy? Food labelling instructions...87"
45-54,Coarse,Male,White,College or university,"£20,001 - £30,000",Very familiar,Most of the time,About half the time,4.256033333,No,Always,Yes,95,180,Yes,I agree to take part in this study.,Insufficient,2,1,3,3,4,7,4,8,0,0,4,5,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IM_4HJVTSI6YLwMIJM,IM_4HJVTSI6YLwMIJM,IM_26uPBkRfbvYlNtA,IM_26uPBkRfbvYlNtA,IM_26uPBkRfbvYlNtA,IM_26uPBkRfbvYlNtA,IM_9GG0vzD8syY5gZ8,IM_9GG0vzD8syY5gZ8,IM_bClay6uLEv1947Y,IM_bClay6uLEv1947Y,IM_1KZpRUO6kugeBJs,IM_26uPBkRfbvYlNtA,IM_1KZpRUO6kugeBJs,IM_1KZpRUO6kugeBJs,IM_1KZpRUO6kugeBJs,IM_1KZpRUO6kugeBJs,IM_1KZpRUO6kugeBJs,IM_87CKtqLPlGEpKyW,About half the time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18-24,Coarse,Female,White,"Higher or secondary or further education (A-levels, BTEC, etc.)","£20,001 - £30,000",Somewhat familiar,Most of the time,Most of the time,5.127366667,No,Most of the time,Yes,72,170,Yes,I agree to take part in this study.,Somewhat sufficient,1,1,5,6,7,4,8,3,6,5,8,8,6,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IM_4HJVTSI6YLwMIJM,IM_4HJVTSI6YLwMIJM,IM_5uvozsuUyMi5oiO,IM_5uvozsuUyMi5oiO,IM_5uvozsuUyMi5oiO,IM_5uvozsuUyMi5oiO,IM_5uvozsuUyMi5oiO,IM_5uvozsuUyMi5oiO,IM_5uvozsuUyMi5oiO,IM_5uvozsuUyMi5oiO,IM_1KZpRUO6kugeBJs,IM_1KZpRUO6kugeBJs,IM_cDchasU2JMCLGPY,IM_26uPBkRfbvYlNtA,IM_1KZpRUO6kugeBJs,IM_1KZpRUO6kugeBJs,IM_1KZpRUO6kugeBJs,IM_1KZpRUO6kugeBJs,Most of the time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35-44,Detailed,Female,White,Post-graduate degree,"£30,001 - £40,000",Somewhat familiar,Sometimes,Sometimes,18.28633333,No,Always,No,65,162,Yes,I agree to take part in this study.,Somewhat sufficient,7,4,5,2,6,3,8,1,0,14,0,4,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IM_3QVmSWhfsMo1Png,IM_3QVmSWhfsMo1Png,IM_cvHHTjxvJJQ9Sei,IM_cvHHTjxvJJQ9Sei,IM_cvHHTjxvJJQ9Sei,IM_cvHHTjxvJJQ9Sei,IM_cvHHTjxvJJQ9Sei,IM_cvHHTjxvJJQ9Sei,IM_cvHHTjxvJJQ9Sei,IM_cvHHTjxvJJQ9Sei,IM_0cTjPIwPK25YKai,IM_da6wfDAIiOzWtCu,IM_7UlNvrv1Fpncje6,IM_bQ2lxJbuEZc3fpk,IM_0cTjPIwPK25YKai,"I would not choose
any of them.",IM_0cTjPIwPK25YKai,IM_3DdXt6qErfzF0HQ
45-54,Detailed,Female,White,Secondary school up to 16 years,"£20,001 - £30,000",Very familiar,Sometimes,Sometimes,6.803666667,No,Always,Yes,110,170,Yes,I agree to take part in this study.,Somewhat sufficient,4,2,6,2,6,2,8,5,2,4,0,1,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IM_3QVmSWhfsMo1Png,IM_3QVmSWhfsMo1Png,IM_7UlNvrv1Fpncje6,"I would not choose
any of them.",IM_7UlNvrv1Fpncje6,IM_cvHHTjxvJJQ9Sei,"I would not choose
any of them.",IM_cvHHTjxvJJQ9Sei,"I would not choose
any of them.","I would not choose
any of them.",IM_7UlNvrv1Fpncje6,IM_7UlNvrv1Fpncje6,IM_7UlNvrv1Fpncje6,IM_bQ2lxJbuEZc3fpk,IM_0cTjPIwPK25YKai,IM_bQ2lxJbuEZc3fpk,"I would not choose
any of them.",IM_bQ2lxJbuEZc3fpk
65 and over,Detailed,Male,White,"Higher or secondary or further education (A-levels, BTEC, etc.)","£20,001 - £30,000",Somewhat unfamiliar,Most of the time,Sometimes,8.481133333,No,Always,No,83,175,Yes,I agree to take part in this study.,Somewhat sufficient,2,3,5,2,8,4,6,8,1,10,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IM_0jjyrMN4dW85lQy,IM_0jjyrMN4dW85lQy,IM_7UlNvrv1Fpncje6,IM_7UlNvrv1Fpncje6,IM_7UlNvrv1Fpncje6,IM_bQ2lxJbuEZc3fpk,IM_0cTjPIwPK25YKai,IM_cCQp6UJg0Ly2YSO,IM_cvHHTjxvJJQ9Sei,IM_bQ2lxJbuEZc3fpk,IM_bD60xtkWv7LAzWu,IM_bQ2lxJbuEZc3fpk,IM_7UlNvrv1Fpncje6,"I would not choose
any of them.",IM_cCQp6UJg0Ly2YSO,IM_cCQp6UJg0Ly2YSO,IM_0cTjPIwPK25YKai,IM_3DdXt6qErfzF0HQ
35-44,Detailed,Male,Asian or Asian British,Post-graduate degree,"£10,001 -£20,000",Somewhat familiar,Sometimes,About half the time,5.356483333,No,Always,No,60,165,Yes,I agree to take part in this study.,Somewhat sufficient,3,2,2,2,5,7,3,8,0,12,0,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IM_0jjyrMN4dW85lQy,IM_0jjyrMN4dW85lQy,IM_7UlNvrv1Fpncje6,IM_7UlNvrv1Fpncje6,IM_7UlNvrv1Fpncje6,IM_7UlNvrv1Fpncje6,IM_3DdXt6qErfzF0HQ,IM_3DdXt6qErfzF0HQ,IM_3DdXt6qErfzF0HQ,IM_3DdXt6qErfzF0HQ,IM_7UlNvrv1Fpncje6,IM_7UlNvrv1Fpncje6,IM_7UlNvrv1Fpncje6,IM_7UlNvrv1Fpncje6,IM_3DdXt6qErfzF0HQ,IM_3DdXt6qErfzF0HQ,IM_0cTjPIwPK25YKai,IM_3DdXt6qErfzF0HQ
65 and over,Coarse,Male,White,Post-graduate degree,"Above £40,000",Somewhat familiar,Most of the time,Most of the time,5.1946,No,About half the time,Yes,98,166,Yes,I agree to take part in this study.,Somewhat sufficient,3,1,7,2,7,5,8,4,0,2,0,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IM_1Gqff3vhc82647Q,IM_1Gqff3vhc82647Q,IM_5uvozsuUyMi5oiO,IM_5uvozsuUyMi5oiO,IM_5uvozsuUyMi5oiO,IM_5uvozsuUyMi5oiO,IM_5uvozsuUyMi5oiO,IM_5uvozsuUyMi5oiO,IM_5uvozsuUyMi5oiO,IM_5uvozsuUyMi5oiO,IM_26uPBkRfbvYlNtA,IM_9GG0vzD8syY5gZ8,IM_26uPBkRfbvYlNtA,IM_26uPBkRfbvYlNtA,IM_9GG0vzD8syY5gZ8,IM_1KZpRUO6kugeBJs,IM_1KZpRUO6kugeBJs,IM_1KZpRUO6kugeBJs,Always,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55-64,Detailed,Female,White,Secondary school up to 16 years,"Below £10,000",Somewhat familiar,Always,Always,5.173,No,Always,Yes,72,144,Yes,I agree to take part in this study.,Somewhat sufficient,1,2,4,4,7,3,8,5,1,2,0,8,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IM_3QVmSWhfsMo1Png,IM_3QVmSWhfsMo1Png,IM_7UlNvrv1Fpncje6,"I would not choose
any of them.",IM_7UlNvrv1Fpncje6,"I would not choose
any of them.","I would not choose
any of them.","I would not choose
any of them.","I would not choose
any of them.","I would not choose
any of them.",IM_bD60xtkWv7LAzWu,IM_bD60xtkWv7LAzWu,IM_bD60xtkWv7LAzWu,IM_bD60xtkWv7LAzWu,IM_bD60xtkWv7LAzWu,IM_bD60xtkWv7LAzWu,IM_bD60xtkWv7LAzWu,IM_bD60xtkWv7LAzWu
18-24,Coarse,Male,White,"Higher or secondary or further education (A-levels, BTEC, etc.)","Above £40,000",Very familiar,Most of the time,Most of the time,2.49705,No,Most of the time,Yes,81,177,Yes,I agree to take part in this study.,Insufficient,7,3,3,4,2,4,8,1,0,16,2,11,2,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IM_4HJVTSI6YLwMIJM,IM_4HJVTSI6YLwMIJM,IM_cDchasU2JMCLGPY,IM_9GG0vzD8syY5gZ8,IM_cDchasU2JMCLGPY,"I would not choose
any of them.",IM_cDchasU2JMCLGPY,IM_9GG0vzD8syY5gZ8,IM_cDchasU2JMCLGPY,IM_87CKtqLPlGEpKyW,IM_cDchasU2JMCLGPY,IM_9GG0vzD8syY5gZ8,IM_cDchasU2JMCLGPY,IM_26uPBkRfbvYlNtA,IM_87CKtqLPlGEpKyW,IM_87CKtqLPlGEpKyW,IM_87CKtqLPlGEpKyW,IM_87CKtqLPlGEpKyW,Most of the time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35-44,Coarse,Male,White,College or university,"Above £40,000",Neither familiar nor unfamiliar,Most of the time,Sometimes,2.123116667,Yes,Always,Yes,65,173,Yes,I agree to take part in this study.,Somewhat sufficient,4,4,1,8,7,5,6,4,0,19,0,18,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IM_4HJVTSI6YLwMIJM,IM_719QmmatirE72Ps,IM_cDchasU2JMCLGPY,"I would not choose
any of them.",IM_bClay6uLEv1947Y,IM_bClay6uLEv1947Y,IM_87CKtqLPlGEpKyW,IM_87CKtqLPlGEpKyW,IM_87CKtqLPlGEpKyW,IM_bClay6uLEv1947Y,IM_cDchasU2JMCLGPY,IM_9GG0vzD8syY5gZ8,IM_bClay6uLEv1947Y,IM_bClay6uLEv1947Y,IM_87CKtqLPlGEpKyW,IM_87CKtqLPlGEpKyW,IM_bClay6uLEv1947Y,IM_87CKtqLPlGEpKyW,Sometimes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55-64,Detailed,Male,White,Secondary school up to 16 years,Prefer not to say,Very familiar,About half the time,Sometimes,8.6682,No,Most of the time,No,96,175,Yes,I agree to take part in this study.,Somewhat insufficient,3,4,3,3,5,8,8,7,1,0,0,4,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IM_3QVmSWhfsMo1Png,IM_3QVmSWhfsMo1Png,IM_cvHHTjxvJJQ9Sei,IM_cvHHTjxvJJQ9Sei,IM_cvHHTjxvJJQ9Sei,IM_cvHHTjxvJJQ9Sei,IM_cvHHTjxvJJQ9Sei,IM_cvHHTjxvJJQ9Sei,IM_cvHHTjxvJJQ9Sei,IM_cvHHTjxvJJQ9Sei,IM_7UlNvrv1Fpncje6,IM_bQ2lxJbuEZc3fpk,IM_7UlNvrv1Fpncje6,IM_7UlNvrv1Fpncje6,"I would not choose
any of them.",IM_3DdXt6qErfzF0HQ,IM_3DdXt6qErfzF0HQ,IM_bD60xtkWv7LAzWu
18-24,Detailed,Female,White,"Higher or secondary or further education (A-levels, BTEC, etc.)","£10,001 -£20,000",Very familiar,Sometimes,Sometimes,5.658183333,No,Most of the time,No,55,163,Yes,I agree to take part in this study.,Somewhat sufficient,3,4,7,3,6,5,8,1,1,10,0,5,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IM_3QVmSWhfsMo1Png,IM_3QVmSWhfsMo1Png,IM_0cTjPIwPK25YKai,IM_bQ2lxJbuEZc3fpk,IM_0cTjPIwPK25YKai,IM_8e2MDrjUVIOJZci,IM_0cTjPIwPK25YKai,"I would not choose
any of them.",IM_0cTjPIwPK25YKai,IM_bQ2lxJbuEZc3fpk,IM_0cTjPIwPK25YKai,IM_7UlNvrv1Fpncje6,IM_0cTjPIwPK25YKai,IM_8e2MDrjUVIOJZci,IM_0cTjPIwPK25YKai,IM_bQ2lxJbuEZc3fpk,IM_3DdXt6qErfzF0HQ,IM_8e2MDrjUVIOJZci
65 and over,Coarse,Female,White,"Higher or secondary or further education (A-levels, BTEC, etc.)",Prefer not to say,Somewhat familiar,Most of the time,Sometimes,4.89865,No,Always,No,52,168,Yes,I agree to take part in this study.,Somewhat insufficient,5,1,5,5,4,3,7,2,0,2,1,10,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I would not choose
any of them.","I would not choose
any of them.",IM_5uvozsuUyMi5oiO,IM_5uvozsuUyMi5oiO,IM_5uvozsuUyMi5oiO,IM_26uPBkRfbvYlNtA,IM_5uvozsuUyMi5oiO,IM_5uvozsuUyMi5oiO,IM_87CKtqLPlGEpKyW,IM_bClay6uLEv1947Y,IM_cDchasU2JMCLGPY,IM_9GG0vzD8syY5gZ8,IM_cDchasU2JMCLGPY,"I would not choose
any of them.","I would not choose
any of them.","I would not choose
any of them.",IM_cDchasU2JMCLGPY,IM_bClay6uLEv1947Y,Sometimes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65 and over,Coarse,Female,White,"Higher or secondary or further education (A-levels, BTEC, etc.)","£20,001 - £30,000",Somewhat familiar,Most of the time,Most of the time,8.245283333,No,Always,No,55,170,Yes,I agree to take part in this study.,Somewhat sufficient,2,1,3,3,6,5,8,6,1,5,1,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IM_4HJVTSI6YLwMIJM,IM_4HJVTSI6YLwMIJM,IM_5uvozsuUyMi5oiO,IM_5uvozsuUyMi5oiO,IM_5uvozsuUyMi5oiO,IM_5uvozsuUyMi5oiO,IM_5uvozsuUyMi5oiO,IM_5uvozsuUyMi5oiO,IM_5uvozsuUyMi5oiO,IM_5uvozsuUyMi5oiO,"I would not choose
any of them.",IM_26uPBkRfbvYlNtA,"I would not choose
any of them.",IM_26uPBkRfbvYlNtA,IM_9GG0vzD8syY5gZ8,IM_1KZpRUO6kugeBJs,IM_1KZpRUO6kugeBJs,IM_1KZpRUO6kugeBJs,Always,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55-64,Absent,Male,White,Secondary school up to 16 years,"Above £40,000",Somewhat unfamiliar,Sometimes,Sometimes,4.0706,No,Always,No,80,187,Yes,I agree to take part in this study.,Neither sufficient nor insufficient,3,3,5,5,7,2,8,1,0,30,NA,NA,NA,NA,IM_6nGGAjM99GrIGwK,IM_3r4Nrp3TqC6BOlg,IM_6nGGAjM99GrIGwK,IM_cUa2Sgw1Z4KERE2,IM_6nGGAjM99GrIGwK,IM_3r4Nrp3TqC6BOlg,IM_6nGGAjM99GrIGwK,IM_cUa2Sgw1Z4KERE2,IM_3r4Nrp3TqC6BOlg,IM_3r4Nrp3TqC6BOlg,IM_6nGGAjM99GrIGwK,IM_e9a6CSGHqHCBcdU,IM_6nGGAjM99GrIGwK,IM_3r4Nrp3TqC6BOlg,IM_6nGGAjM99GrIGwK,IM_e9a6CSGHqHCBcdU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45-54,Coarse,Female,White,Post-graduate degree,Prefer not to say,Somewhat familiar,Most of the time,Sometimes,6.313466667,No,Most of the time,No,75,172,Yes,I agree to take part in this study.,Somewhat sufficient,8,5,7,5,2,2,3,3,1,0,1,5,2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IM_719QmmatirE72Ps,IM_719QmmatirE72Ps,IM_9GG0vzD8syY5gZ8,IM_26uPBkRfbvYlNtA,IM_bClay6uLEv1947Y,IM_26uPBkRfbvYlNtA,IM_9GG0vzD8syY5gZ8,IM_9GG0vzD8syY5gZ8,IM_cDchasU2JMCLGPY,IM_bClay6uLEv1947Y,IM_9GG0vzD8syY5gZ8,IM_9GG0vzD8syY5gZ8,IM_bClay6uLEv1947Y,IM_bClay6uLEv1947Y,IM_9GG0vzD8syY5gZ8,IM_9GG0vzD8syY5gZ8,IM_bClay6uLEv1947Y,IM_bClay6uLEv1947Y,Most of the time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45-54,Detailed,Male,White,College or university,"£10,001 -£20,000",Somewhat familiar,About half the time,About half the time,5.119266667,Yes,Always,Yes,101,195,Yes,I agree to take part in this study.,Somewhat sufficient,3,1,7,3,6,5,8,4,3,4,1,5,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I would not choose
any of them.","I would not choose
any of them.",IM_cvHHTjxvJJQ9Sei,IM_cvHHTjxvJJQ9Sei,IM_cvHHTjxvJJQ9Sei,IM_cvHHTjxvJJQ9Sei,IM_cCQp6UJg0Ly2YSO,"I would not choose
any of them.",IM_cvHHTjxvJJQ9Sei,IM_cvHHTjxvJJQ9Sei,IM_7UlNvrv1Fpncje6,IM_7UlNvrv1Fpncje6,IM_7UlNvrv1Fpncje6,IM_7UlNvrv1Fpncje6,IM_cCQp6UJg0Ly2YSO,IM_cCQp6UJg0Ly2YSO,IM_0cTjPIwPK25YKai,"I would not choose
any of them."
18-24,Detailed,Female,Asian or Asian British,"Higher or secondary or further education (A-levels, BTEC, etc.)","Above £40,000",Very familiar,Sometimes,Never,6.39445,Yes,About half the time,Yes,54,160,Yes,I agree to take part in this study.,Somewhat sufficient,3,7,1,3,8,2,7,3,0,2,0,7,6,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IM_3QVmSWhfsMo1Png,IM_3QVmSWhfsMo1Png,"I would not choose
any of them.",IM_bQ2lxJbuEZc3fpk,"I would not choose
any of them.","I would not choose
any of them.",IM_cCQp6UJg0Ly2YSO,IM_cCQp6UJg0Ly2YSO,IM_0cTjPIwPK25YKai,IM_bQ2lxJbuEZc3fpk,IM_da6wfDAIiOzWtCu,IM_da6wfDAIiOzWtCu,IM_7UlNvrv1Fpncje6,IM_bQ2lxJbuEZc3fpk,IM_3DdXt6qErfzF0HQ,IM_bQ2lxJbuEZc3fpk,IM_3DdXt6qErfzF0HQ,IM_bQ2lxJbuEZc3fpk
18-24,Coarse,Male,White,College or university,"£10,001 -£20,000",Very familiar,Always,Always,4.369466667,No,Most of the time,No,67,175,Yes,I agree to take part in this study.,Somewhat sufficient,5,8,6,4,8,2,7,1,2,4,0,7,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IM_719QmmatirE72Ps,IM_7PLI9Saz977Iol0,IM_9GG0vzD8syY5gZ8,IM_5uvozsuUyMi5oiO,IM_cDchasU2JMCLGPY,IM_26uPBkRfbvYlNtA,"I would not choose
any of them.",IM_87CKtqLPlGEpKyW,"I would not choose
any of them.",IM_bClay6uLEv1947Y,IM_9GG0vzD8syY5gZ8,IM_9GG0vzD8syY5gZ8,IM_cDchasU2JMCLGPY,"I would not choose
any of them.",IM_87CKtqLPlGEpKyW,IM_87CKtqLPlGEpKyW,IM_87CKtqLPlGEpKyW,IM_87CKtqLPlGEpKyW,Always,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45-54,Absent,Female,White,Post-graduate degree,"£10,001 -£20,000",Very familiar,Most of the time,About half the time,4.4216,No,Always,No,72,153,Yes,I agree to take part in this study.,Somewhat insufficient,2,1,6,4,7,3,8,5,0,1,0,9,0,9,IM_cUa2Sgw1Z4KERE2,IM_cUa2Sgw1Z4KERE2,IM_cUa2Sgw1Z4KERE2,IM_cUa2Sgw1Z4KERE2,IM_cUa2Sgw1Z4KERE2,IM_cUa2Sgw1Z4KERE2,IM_cUa2Sgw1Z4KERE2,IM_cUa2Sgw1Z4KERE2,I would not choose any of them.,I would not choose any of them.,I would not choose any of them.,I would not choose any of them.,I would not choose any of them.,I would not choose any of them.,I would not choose any of them.,I would not choose any of them.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35-44,Coarse,Male,White,Secondary school up to 16 years,"£20,001 - £30,000",Somewhat familiar,Most of the time,Most of the time,2.123116667,Yes,About half the time,No,65,170,Yes,I agree to take part in this study.,Somewhat sufficient,1,2,2,3,7,6,8,5,1,4,1,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IM_7PLI9Saz977Iol0,IM_7PLI9Saz977Iol0,IM_5uvozsuUyMi5oiO,IM_5uvozsuUyMi5oiO,IM_5uvozsuUyMi5oiO,IM_5uvozsuUyMi5oiO,IM_5uvozsuUyMi5oiO,IM_5uvozsuUyMi5oiO,IM_5uvozsuUyMi5oiO,IM_5uvozsuUyMi5oiO,IM_1KZpRUO6kugeBJs,IM_1KZpRUO6kugeBJs,IM_1KZpRUO6kugeBJs,IM_1KZpRUO6kugeBJs,IM_87CKtqLPlGEpKyW,IM_87CKtqLPlGEpKyW,IM_87CKtqLPlGEpKyW,IM_87CKtqLPlGEpKyW,Most of the time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
